mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.01512594223022461,0.0012763032978763715,0.1097480297088623,0.023411530613655397,manhattan,3,distance,48,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'distance', 'pca__n_components': 48}",0.78,0.769375,0.778125,0.779375,0.766875,0.7747499999999998,0.0055000000000000075,68
0.018962335586547852,0.002124649910037255,0.020438432693481445,0.0014788221291064112,euclidean,4,distance,36,"{'model__metric': 'euclidean', 'model__n_neighbors': 4, 'model__weights': 'distance', 'pca__n_components': 36}",0.773125,0.77125,0.7825,0.778125,0.7675,0.7745000000000001,0.0052648599221631716,70
0.020091152191162108,0.0037472559963456736,0.035475969314575195,0.0158272413954534,euclidean,6,distance,40,"{'model__metric': 'euclidean', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 40}",0.76375,0.773125,0.77625,0.78625,0.77125,0.774125,0.007327175444876414,71
0.024968910217285156,0.00761705094330494,0.06891460418701172,0.06788991196463101,euclidean,6,distance,44,"{'model__metric': 'euclidean', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 44}",0.765625,0.774375,0.773125,0.786875,0.768125,0.7736249999999999,0.007356969484781087,72
0.025577402114868163,0.014998419407909193,0.10394930839538574,0.008467305200662762,manhattan,8,distance,48,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'distance', 'pca__n_components': 48}",0.7725,0.766875,0.781875,0.7675,0.77875,0.7735000000000001,0.005976516543940981,73
0.020254993438720705,0.0028174947525703028,0.11834902763366699,0.03730663286474441,manhattan,8,distance,44,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'distance', 'pca__n_components': 44}",0.77,0.770625,0.783125,0.76625,0.7775,0.7735,0.006028577775893731,74
0.01710062026977539,0.0013879945959586817,0.07587337493896484,0.020527932260993396,manhattan,3,uniform,40,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'uniform', 'pca__n_components': 40}",0.781875,0.76125,0.781875,0.774375,0.7675,0.7733749999999999,0.008087413059810913,75
0.017397022247314452,0.008139376593108238,0.08299803733825684,0.0259276380168725,manhattan,3,distance,40,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'distance', 'pca__n_components': 40}",0.781875,0.76125,0.781875,0.774375,0.7675,0.7733749999999999,0.008087413059810913,75
0.021075677871704102,0.005384046353231325,0.021722745895385743,0.0024487166804201084,euclidean,6,distance,48,"{'model__metric': 'euclidean', 'model__n_neighbors': 6, 'model__weights': 'distance', 'pca__n_components': 48}",0.769375,0.778125,0.76625,0.780625,0.769375,0.77275,0.00558457697592216,77
0.025893592834472658,0.0184894928522271,0.11677594184875488,0.028471674210833995,manhattan,8,distance,40,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'distance', 'pca__n_components': 40}",0.774375,0.765625,0.78625,0.775625,0.760625,0.7725,0.00883883476483185,78
0.01878814697265625,0.003712035776698791,0.12130374908447265,0.028423204384045466,manhattan,3,distance,56,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'distance', 'pca__n_components': 56}",0.77125,0.77125,0.7725,0.765,0.780625,0.7721250000000001,0.004993746088859546,79
0.029852628707885742,0.023929773226956524,0.10978474617004394,0.020235846676432297,manhattan,3,uniform,56,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'uniform', 'pca__n_components': 56}",0.77125,0.77125,0.7725,0.765,0.780625,0.7721250000000001,0.004993746088859546,79
0.029762458801269532,0.016323804012574748,0.1400280475616455,0.025030476916471152,manhattan,3,distance,60,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'distance', 'pca__n_components': 60}",0.774375,0.765625,0.78,0.763125,0.773125,0.77125,0.006123724356957939,81
0.03201298713684082,0.02970216530837226,0.11865015029907226,0.017175498334409692,manhattan,3,uniform,60,"{'model__metric': 'manhattan', 'model__n_neighbors': 3, 'model__weights': 'uniform', 'pca__n_components': 60}",0.77375,0.765625,0.78,0.763125,0.773125,0.771125,0.0060647547353540965,82
0.01578946113586426,0.002862872786932252,0.13646383285522462,0.029208930847558066,manhattan,8,distance,56,"{'model__metric': 'manhattan', 'model__n_neighbors': 8, 'model__weights': 'distance', 'pca__n_components': 56}",0.765625,0.769375,0.78,0.766875,0.77125,0.7706250000000001,0.005077524002897487,83
