candidate_id,source,signature,clean__method,scale__method,pca__n_components,model__n_neighbors,model__metric,params_json,stage,cv_mean_accuracy,cv_std_accuracy,mean_removed_rows,total_fit_seconds,completed_folds
stage3_117,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",lof_0.03,standard,56,6,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.7809999999999999,0.007822243923580987,192.0,7.532000000000001,5
stage3_112,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",lof_0.03,standard,56,4,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.780875,0.006597821610198345,192.0,3.0549999999999997,5
stage3_172,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",lof_0.05,robust,56,4,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.780875,0.00726291952316699,320.0,3.729,5
stage3_276,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",none,robust,52,2,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.78075,0.006242495494591916,0.0,1.319,5
stage3_024,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",lof_0.03,robust,48,2,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",stage3_local_cv,0.780625,0.009253377761660865,192.0,3.925,5
stage3_096,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",lof_0.03,standard,52,2,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.7805000000000001,0.007228416147400479,192.0,2.915,5
stage3_301,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",none,standard,40,2,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",stage3_local_cv,0.7805,0.006304760106459236,0.0,3.791,5
stage3_069,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",lof_0.03,standard,40,6,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",stage3_local_cv,0.7805,0.008152836929560188,192.0,5.404,5
stage3_705,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",lof_0.05,robust,60,6,manhattan,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.7805,0.007524958471646211,320.0,7.303000000000001,5
stage3_772,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",none,standard,60,4,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""standard""}",stage3_local_cv,0.780375,0.0016105123408406375,0.0,0.966,5
stage3_753,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",none,robust,60,6,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.780375,0.008923284148787385,0.0,5.415,5
stage3_641,stage3_seed_2,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",tomek,standard,36,4,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",stage3_local_cv,0.780375,0.005722761571129783,160.0,8.595,5
stage3_216,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",lof_0.05,standard,52,2,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.7803749999999999,0.007881941385217233,320.0,3.518,5
stage3_760,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",none,robust,64,4,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""robust""}",stage3_local_cv,0.7802500000000001,0.005341465154805389,0.0,1.426,5
stage3_472,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",tomek,standard,56,4,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.78025,0.003482097069296037,160.0,5.814000000000001,5
stage3_061,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",lof_0.03,standard,40,2,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",stage3_local_cv,0.78025,0.008268917704270625,192.0,6.134,5
stage3_468,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",tomek,standard,56,2,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""standard""}",stage3_local_cv,0.7801250000000001,0.007108533604056442,160.0,4.755000000000001,5
stage3_324,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",none,standard,48,2,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",stage3_local_cv,0.780125,0.0070200605410494655,0.0,0.883,5
stage3_621,stage3_seed_1,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",none,standard,36,6,manhattan,"{""clean__method"": ""none"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 36, ""scale__method"": ""standard""}",stage3_local_cv,0.780125,0.005425633603552689,0.0,3.644,5
stage3_748,stage3_seed_3,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",none,robust,60,4,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.7801249999999998,0.0028339460121886775,0.0,1.3370000000000002,5
stage3_412,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",tomek,robust,56,4,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.78,0.0018957188610128836,160.0,5.527,5
stage3_048,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",lof_0.03,robust,56,2,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.78,0.006373774391990952,192.0,4.383,5
stage3_027,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",lof_0.03,robust,48,3,manhattan,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 3, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""robust""}",stage3_local_cv,0.78,0.010239323708136194,192.0,6.928000000000001,5
stage3_736,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",lof_0.05,standard,64,4,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 64, ""scale__method"": ""standard""}",stage3_local_cv,0.78,0.004031128874149296,320.0,3.431,5
stage3_124,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""robust""}",lof_0.05,robust,40,4,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""robust""}",stage3_local_cv,0.78,0.006766184301362182,320.0,3.617,5
stage3_156,stage3_seed_0,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",lof_0.05,robust,52,2,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.78,0.007685213074469695,320.0,3.8289999999999997,5
stage3_408,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",tomek,robust,56,2,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.779875,0.00699776750113922,160.0,5.288,5
stage3_396,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",tomek,robust,52,2,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""robust""}",stage3_local_cv,0.77975,0.006668489334174557,160.0,5.072,5
stage3_696,stage3_seed_3,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",lof_0.05,robust,60,2,euclidean,"{""clean__method"": ""lof_0.05"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.77975,0.0072197645390968046,320.0,4.234,5
stage3_288,stage3_seed_0,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",none,robust,56,2,euclidean,"{""clean__method"": ""none"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 56, ""scale__method"": ""robust""}",stage3_local_cv,0.779625,0.005871009282908672,0.0,1.31,5
stage3_456,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",tomek,standard,52,2,euclidean,"{""clean__method"": ""tomek"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.779625,0.0061441028637222676,160.0,4.356,5
stage3_465,stage3_seed_0,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",tomek,standard,52,6,manhattan,"{""clean__method"": ""tomek"", ""model__metric"": ""manhattan"", ""model__n_neighbors"": 6, ""model__weights"": ""distance"", ""pca__n_components"": 52, ""scale__method"": ""standard""}",stage3_local_cv,0.779625,0.00428660704987055,160.0,7.617999999999999,5
stage3_064,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",lof_0.03,standard,40,4,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 4, ""model__weights"": ""distance"", ""pca__n_components"": 40, ""scale__method"": ""standard""}",stage3_local_cv,0.779625,0.007516648189186457,192.0,3.1949999999999994,5
stage3_084,stage3_seed_0,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",lof_0.03,standard,48,2,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 48, ""scale__method"": ""standard""}",stage3_local_cv,0.779625,0.007295118230707409,192.0,3.253,5
stage3_648,stage3_seed_3,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",lof_0.03,robust,60,2,euclidean,"{""clean__method"": ""lof_0.03"", ""model__metric"": ""euclidean"", ""model__n_neighbors"": 2, ""model__weights"": ""distance"", ""pca__n_components"": 60, ""scale__method"": ""robust""}",stage3_local_cv,0.779625,0.007011151831190086,192.0,3.8860000000000006,5
